Scenario,"Decision Rule (0: fixed, 1: adaptive)",Time of starting social distancing,Time of lifting social distancing,Switch threshod if social distancing is off,Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total New: I,Total: To I,Averge size: S,Averge size: Population size,Average ratio: % Susceptible
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-1787663309,1789498617,1004.014615,1787653269,357530653.8,669,669,99537.38323,100001,0.995202641
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-2718914770,2119927317,139169.3323,2717523077,543504615.4,92732,92732,72515.06506,100001,0.701752045
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-1692102410,1737399153,510.2615385,1692097308,338419461.5,340,340,99762.78846,100001,0.997513692
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-2255342504,1499846043,442.7269231,2255338077,451067615.4,295,295,99798.56316,100001,0.997980596
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-1974607606,863291901,741.38,1974600192,394920038.5,494,494,99728.77273,100001,0.996893594
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-846637961.1,1939561116,430.7207692,846633653.8,169326730.8,287,287,99816.1573,100001,0.998158352
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-2067731211,1094166452,505.7592308,2067726154,413545230.8,337,337,99788.45699,100001,0.997784882
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-2166677241,1518871825,2012.531538,2166657115,433331423.1,1341,1341,99167.41364,100001,0.990111658
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-2733001927,1934996812,143384.9931,2731568077,546313615.4,95541,95541,74118.19189,100001,0.727360488
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-658073816.8,1880872988,208.6069231,658071730.8,131614346.2,139,139,99921.75904,100001,0.999117075
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-2724802389,1527900317,140931.2354,2723393077,544678615.4,93906,93906,70890.63288,100001,0.701898177
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-1413890061,320486048,1563.801538,1413874423,282774884.6,1042,1042,99328.1875,100001,0.993233505
D:0| T0: 0.08| T1: 0.54| R0: 0.0| R1: 0.0,0,0.076923077,0.538461538,0,0,-1033732708,1853263861,213.1092308,1033730577,206746115.4,142,142,99930.40566,100001,0.999295988
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1315942018,1130939547,355.6823077,1315938462,263187692.3,237,237,99849.87903,100001,0.998456983
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1883159013,1934069847,1478.257692,1883144231,376628846.2,985,985,99311.07784,100001,0.993114593
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-940619132.7,618656782,451.7315385,940614615.4,188122923.1,301,301,99846.98198,100001,0.998313154
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1127362829,235587102,129.0661538,1127361538,225472307.7,86,86,99952.28689,100001,0.999450746
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-2917283255,1834266050,142325.45,2915860000,583172000,94835,94835,74834.37468,100001,0.739715502
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-940874898.1,1837431988,528.2707692,940869615.4,188173923.1,352,352,99788.375,100001,0.997879609
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1128250485,2045512845,394.7023077,1128246538,225649307.7,263,263,99840.82759,100001,0.998318305
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1315681238,1851495031,277.6423077,1315678462,263135692.3,185,185,99885.66667,100001,0.998822592
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1033777843,1491891468,226.6161538,1033775577,206755115.4,151,151,99907.25743,100001,0.999057039
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-2918406616,366141683,142661.6223,2916980000,583396000,95059,95059,77135.52208,100001,0.752087941
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1787442649,464048669,937.9807692,1787433269,357486653.8,625,625,99595.51923,100001,0.995953098
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1598557544,448040070,619.8176923,1598551346,319710269.2,413,413,99754.37736,100001,0.9973405
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1787663309,1789498617,1004.014615,1787653269,357530653.8,669,669,99537.38323,100001,0.995202641
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-2907072699,2119927317,139269.8838,2905680000,581136000,92799,92799,74729.70406,100001,0.725907818
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1692102410,1737399153,510.2615385,1692097308,338419461.5,340,340,99762.78846,100001,0.997513692
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-2255342504,1499846043,442.7269231,2255338077,451067615.4,295,295,99798.56316,100001,0.997980596
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1974607606,863291901,741.38,1974600192,394920038.5,494,494,99728.77273,100001,0.996893594
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-846637961.1,1939561116,430.7207692,846633653.8,169326730.8,287,287,99816.1573,100001,0.998158352
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-2067731211,1094166452,505.7592308,2067726154,413545230.8,337,337,99788.45699,100001,0.997784882
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-2166677241,1518871825,2012.531538,2166657115,433331423.1,1341,1341,99167.41364,100001,0.990111658
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-2920818835,1934996812,143383.4923,2919385000,583877000,95540,95540,76115.93798,100001,0.748890322
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-658073816.8,1880872988,208.6069231,658071730.8,131614346.2,139,139,99921.75904,100001,0.999117075
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-2911962331,1527900317,140733.1338,2910555000,582111000,93774,93774,76087.82645,100001,0.75485394
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1413890061,320486048,1563.801538,1413874423,282774884.6,1042,1042,99328.1875,100001,0.993233505
D:0| T0: 0.08| T1: 0.58| R0: 0.0| R1: 0.0,0,0.076923077,0.576923077,0,0,-1033732708,1853263861,213.1092308,1033730577,206746115.4,142,142,99930.40566,100001,0.999295988
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1315942018,1130939547,355.6823077,1315938462,263187692.3,237,237,99849.87903,100001,0.998456983
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1883159013,1934069847,1478.257692,1883144231,376628846.2,985,985,99311.07784,100001,0.993114593
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-940619132.7,618656782,451.7315385,940614615.4,188122923.1,301,301,99846.98198,100001,0.998313154
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1127362829,235587102,129.0661538,1127361538,225472307.7,86,86,99952.28689,100001,0.999450746
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-3105431153,1834266050,142423,3104006923,620801384.6,94900,94900,75853.655,100001,0.750483909
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-940874898.1,1837431988,528.2707692,940869615.4,188173923.1,352,352,99788.375,100001,0.997879609
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1128250485,2045512845,394.7023077,1128246538,225649307.7,263,263,99840.82759,100001,0.998318305
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1315681238,1851495031,277.6423077,1315678462,263135692.3,185,185,99885.66667,100001,0.998822592
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1033777843,1491891468,226.6161538,1033775577,206755115.4,151,151,99907.25743,100001,0.999057039
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-3106012894,366141683,142597.0892,3104586923,620917384.6,95016,95016,79391.18782,100001,0.776844117
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1787442649,464048669,937.9807692,1787433269,357486653.8,625,625,99595.51923,100001,0.995953098
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1598557544,448040070,619.8176923,1598551346,319710269.2,413,413,99754.37736,100001,0.9973405
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1787663309,1789498617,1004.014615,1787653269,357530653.8,669,669,99537.38323,100001,0.995202641
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-3094749187,2119927317,139226.3615,3093356923,618671384.6,92770,92770,76402.00461,100001,0.744713397
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1692102410,1737399153,510.2615385,1692097308,338419461.5,340,340,99762.78846,100001,0.997513692
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-2255342504,1499846043,442.7269231,2255338077,451067615.4,295,295,99798.56316,100001,0.997980596
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1974607606,863291901,741.38,1974600192,394920038.5,494,494,99728.77273,100001,0.996893594
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-846637961.1,1939561116,430.7207692,846633653.8,169326730.8,287,287,99816.1573,100001,0.998158352
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-2067731211,1094166452,505.7592308,2067726154,413545230.8,337,337,99788.45699,100001,0.997784882
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-2166677241,1518871825,2012.531538,2166657115,433331423.1,1341,1341,99167.41364,100001,0.990111658
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-2541257905,1934996812,1694.368462,2541240962,508248192.3,1129,1129,99247.37179,100001,0.991852109
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-658073816.8,1880872988,208.6069231,658071730.8,131614346.2,139,139,99921.75904,100001,0.999117075
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-3100040020,1527900317,140809.6731,3098631923,619726384.6,93825,93825,75151.00508,100001,0.745797994
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1413890061,320486048,1563.801538,1413874423,282774884.6,1042,1042,99328.1875,100001,0.993233505
D:0| T0: 0.08| T1: 0.62| R0: 0.0| R1: 0.0,0,0.076923077,0.615384615,0,0,-1033732708,1853263861,213.1092308,1033730577,206746115.4,142,142,99930.40566,100001,0.999295988
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1315942018,1130939547,355.6823077,1315938462,263187692.3,237,237,99849.87903,100001,0.998456983
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1883159013,1934069847,1478.257692,1883144231,376628846.2,985,985,99311.07784,100001,0.993114593
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-940619132.7,618656782,451.7315385,940614615.4,188122923.1,301,301,99846.98198,100001,0.998313154
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1127362829,235587102,129.0661538,1127361538,225472307.7,86,86,99952.28689,100001,0.999450746
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-3292922086,1834266050,142323.9492,3291498846,658299769.2,94834,94834,76948.87105,100001,0.761959205
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-940874898.1,1837431988,528.2707692,940869615.4,188173923.1,352,352,99788.375,100001,0.997879609
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1128250485,2045512845,394.7023077,1128246538,225649307.7,263,263,99840.82759,100001,0.998318305
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1315681238,1851495031,277.6423077,1315678462,263135692.3,185,185,99885.66667,100001,0.998822592
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1033777843,1491891468,226.6161538,1033775577,206755115.4,151,151,99907.25743,100001,0.999057039
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-3293910042,366141683,142619.6008,3292483846,658496769.2,95031,95031,76261.91355,100001,0.744811277
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1787442649,464048669,937.9807692,1787433269,357486653.8,625,625,99595.51923,100001,0.995953098
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1598557544,448040070,619.8176923,1598551346,319710269.2,413,413,99754.37736,100001,0.9973405
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1787663309,1789498617,1004.014615,1787653269,357530653.8,669,669,99537.38323,100001,0.995202641
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-3282796785,2119927317,139293.8962,3281403846,656280769.2,92815,92815,79471.73815,100001,0.778141199
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1692102410,1737399153,510.2615385,1692097308,338419461.5,340,340,99762.78846,100001,0.997513692
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-2255342504,1499846043,442.7269231,2255338077,451067615.4,295,295,99798.56316,100001,0.997980596
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1974607606,863291901,741.38,1974600192,394920038.5,494,494,99728.77273,100001,0.996893594
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-846637961.1,1939561116,430.7207692,846633653.8,169326730.8,287,287,99816.1573,100001,0.998158352
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-2067731211,1094166452,505.7592308,2067726154,413545230.8,337,337,99788.45699,100001,0.997784882
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-2166677241,1518871825,2012.531538,2166657115,433331423.1,1341,1341,99167.41364,100001,0.990111658
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-2541257905,1934996812,1694.368462,2541240962,508248192.3,1129,1129,99247.37179,100001,0.991852109
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-658073816.8,1880872988,208.6069231,658071730.8,131614346.2,139,139,99921.75904,100001,0.999117075
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-2829204384,1527900317,3553.821538,2829168846,565833769.2,2368,2368,98243.62656,100001,0.981852532
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1413890061,320486048,1563.801538,1413874423,282774884.6,1042,1042,99328.1875,100001,0.993233505
D:0| T0: 0.08| T1: 0.65| R0: 0.0| R1: 0.0,0,0.076923077,0.653846154,0,0,-1033732708,1853263861,213.1092308,1033730577,206746115.4,142,142,99930.40566,100001,0.999295988
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-1315942018,1130939547,355.6823077,1315938462,263187692.3,237,237,99849.87903,100001,0.998456983
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-1883159013,1934069847,1478.257692,1883144231,376628846.2,985,985,99311.07784,100001,0.993114593
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-940619132.7,618656782,451.7315385,940614615.4,188122923.1,301,301,99846.98198,100001,0.998313154
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-1127362829,235587102,129.0661538,1127361538,225472307.7,86,86,99952.28689,100001,0.999450746
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-3480197373,1834266050,142160.3654,3478775769,695755153.8,94725,94725,77214.058,100001,0.765040207
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-940874898.1,1837431988,528.2707692,940869615.4,188173923.1,352,352,99788.375,100001,0.997879609
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-1128250485,2045512845,394.7023077,1128246538,225649307.7,263,263,99840.82759,100001,0.998318305
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-1315681238,1851495031,277.6423077,1315678462,263135692.3,185,185,99885.66667,100001,0.998822592
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-1033777843,1491891468,226.6161538,1033775577,206755115.4,151,151,99907.25743,100001,0.999057039
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-3482042896,366141683,142712.6485,3480615769,696123153.8,95093,95093,78727.50691,100001,0.771429773
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-1787442649,464048669,937.9807692,1787433269,357486653.8,625,625,99595.51923,100001,0.995953098
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-1598557544,448040070,619.8176923,1598551346,319710269.2,413,413,99754.37736,100001,0.9973405
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-1787663309,1789498617,1004.014615,1787653269,357530653.8,669,669,99537.38323,100001,0.995202641
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-3469866457,2119927317,139068.7808,3468475769,693695153.8,92665,92665,78804.75855,100001,0.771948139
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-1692102410,1737399153,510.2615385,1692097308,338419461.5,340,340,99762.78846,100001,0.997513692
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-2255342504,1499846043,442.7269231,2255338077,451067615.4,295,295,99798.56316,100001,0.997980596
D:0| T0: 0.08| T1: 0.69| R0: 0.0| R1: 0.0,0,0.076923077,0.692307692,0,0,-1974607606,863291901,741.38,1974600192,394920038.5,494,494,99728.77273,100001,0.996893594
