Simulation Replication,Random Seed,Dummy 0,Dummy 1,Dummy -1,Dummy Inf,Annual birth rate (per pop member),Annual death rate,Ratio infectivity | G-0,Ratio infectivity | G-A,Ratio infectivity | G-B,Ratio infectivity | G-AB,Prob sympt| infection with G-0,Prob sympt| infection with G-A,Prob sympt| infection with G-B,Prob sympt| infection with G-AB,Prob resistance | Drug A,Prob resistance | Drug B,Prob retreatment after failure | Symptomatic,Prob retreatment after resistance | Symptomatic,Prob retreatment | Asymptomatic,Infectivity of | I | Sym|G-0,Infectivity of | I | Sym|G-A,Infectivity of | I | Sym|G-B,Infectivity of | I | Sym|G-AB,Infectivity of | I | Asym|G-0,Infectivity of | I | Asym|G-A,Infectivity of | I | Asym|G-B,Infectivity of | I | Asym|G-AB,Initial gonorrhea prevalence,Initial gonorrhea symptomatic,Initial gonorrhea resistant to A,Initial gonorrhea resistant to B,1-Initial gonorrhea prevalence,1-Initial gonorrhea symptomatic,1-Initial gonorrhea resistant to A or B,1-Initial gonorrhea resistant to B,Initial N,Initial size of S,Initial size of I | Sym|G-0,Initial size of I | Sym|G-A,Initial size of I | Sym|G-B,Initial size of I | Sym|G-AB,Initial size of I | Asym|G-0,Initial size of I | Asym|G-A,Initial size of I | Asym|G-B,Initial size of I | Asym|G-AB,Time until recovery (without treatment) (years),Time until screened (years),Time until seeking treatment (symptomatic) (years),Time until retreatment (years),Natural recovery,Annual screening rate,Annual rate of seeking treatment (symptomatic),Annual rate of retreatment
83,939186698,0,1,-1,1000,0.05,0.05,1,0.976604084,0.989939976,0.924408373,0.533071234,0.533071234,0.533071234,0.533071234,1.00918E-06,2.86167E-06,0.956830908,0.956830908,0,1.636187548,1.597907442,1.619727462,1.51250547,1.636187548,1.597907442,1.619727462,1.51250547,0.021485916,0.008665451,0.015416666,0.015416666,0.978514084,0.991334549,0.969166669,0.984583334,10000000,9785140.837,1804.444425,28.70354226,28.70354226,0,206429.895,3283.708343,3283.708343,0,5.753327747,1.998213544,0.008835137,0.014239886,0.173812451,0.500447013,113.1844355,70.22527939
84,2003805574,0,1,-1,1000,0.05,0.05,1,0.926313244,0.907316392,0.85743369,0.539695951,0.539695951,0.539695951,0.539695951,5.00492E-07,4.44792E-06,0.938743611,0.938743611,0,1.961691657,1.817140962,1.779874996,1.682020516,1.961691657,1.817140962,1.779874996,1.682020516,0.026000253,0.015422436,0.015256149,0.015256149,0.973999747,0.984577564,0.969487702,0.984743851,10000000,9739997.471,3887.521825,61.17520884,61.17520884,0,248181.7322,3905.462138,3905.462138,0,2.301371585,1.975813771,0.010749004,0.009742921,0.434523484,0.506120574,93.03187191,102.6386267
85,984674337,0,1,-1,1000,0.05,0.05,1,0.95746814,0.980620815,0.753639303,0.527638632,0.527638632,0.527638632,0.527638632,1.44128E-06,4.30706E-06,0.922596331,0.922596331,0,2.214425514,2.120241877,2.171511753,1.6688781,2.214425514,2.120241877,2.171511753,1.6688781,0.022606592,0.009574909,0.017764788,0.017764788,0.977393408,0.990425091,0.964470424,0.982235212,10000000,9773934.081,2087.654744,38.45296126,38.45296126,0,215946.2381,3977.560155,3977.560155,0,1.943346124,1.827075029,0.0057777,0.011778586,0.514576373,0.547322898,173.0792621,84.89983729
86,366348034,0,1,-1,1000,0.05,0.05,1,0.948354048,0.996482813,0.841626745,0.606683877,0.606683877,0.606683877,0.606683877,1.48897E-06,2.88108E-06,0.86920166,0.86920166,0,2.178333034,2.06583095,2.170671428,1.833343341,2.178333034,2.06583095,2.170671428,1.833343341,0.021705404,0.015217854,0.005987466,0.005987466,0.978294596,0.984782146,0.988025068,0.994012534,10000000,9782945.96,3263.54231,19.77717979,19.77717979,0,211191.29,1279.826556,1279.826556,0,7.169061919,1.280134054,0.015778644,0.00628234,0.139488264,0.781168189,63.37680332,159.1763576
87,618178995,0,1,-1,1000,0.05,0.05,1,0.980450649,0.962574154,0.834134697,0.47471195,0.47471195,0.47471195,0.47471195,7.69603E-07,5.61899E-06,0.938837675,0.938837675,0,1.570119548,1.53942473,1.511356496,1.309691194,1.570119548,1.53942473,1.511356496,1.309691194,0.026790908,0.019116693,0.01292067,0.01292067,0.973209092,0.980883307,0.97415866,0.98707933,10000000,9732090.922,4989.188211,66.17367075,66.17367075,0,255996.7601,3395.391114,3395.391114,0,3.80628996,1.916735506,0.014004727,0.008671619,0.262723022,0.521720392,71.40446026,115.3187147
88,2075484012,0,1,-1,1000,0.05,0.05,1,0.981642097,0.917063744,0.736488806,0.582190761,0.582190761,0.582190761,0.582190761,1.17882E-06,6.36771E-06,0.815831414,0.815831414,0,2.39772269,2.35370553,2.198864548,1.765895921,2.39772269,2.35370553,2.198864548,1.765895921,0.019102333,0.00752417,0.013922009,0.013922009,0.980897667,0.99247583,0.972155982,0.986077991,10000000,9808976.672,1397.272013,20.00999232,20.00999232,0,184307.1989,2639.418524,2639.418524,0,2.519731308,1.606193207,0.006056753,0.003631121,0.396867712,0.622590107,165.1049674,275.3970755
89,43275189,0,1,-1,1000,0.05,0.05,1,0.902967064,0.980906036,0.858287867,0.465217311,0.465217311,0.465217311,0.465217311,8.133E-07,4.8004E-06,0.957871596,0.957871596,0,1.7027665,1.537542068,1.670253937,1.461463827,1.7027665,1.537542068,1.670253937,1.461463827,0.022878649,0.012831046,0.012518977,0.012518977,0.977121351,0.987168954,0.974962045,0.987481023,10000000,9771213.506,2862.069265,36.75033328,36.75033328,0,220196.0789,2827.422588,2827.422588,0,4.809022179,1.470603234,0.015821826,0.012555677,0.20794248,0.679993064,63.20382817,79.64524508
90,1680429121,0,1,-1,1000,0.05,0.05,1,0.991881115,0.995360278,0.734818602,0.591212521,0.591212521,0.591212521,0.591212521,1.3692E-06,3.61916E-06,0.976382883,0.976382883,0,2.31701015,2.298198612,2.306259868,1.702582159,2.31701015,2.298198612,2.306259868,1.702582159,0.024769042,0.015778024,0.009106597,0.009106597,0.975230958,0.984221976,0.981786806,0.990893403,10000000,9752309.578,3836.887114,35.58917763,35.58917763,0,239342.3007,2220.027695,2220.027695,0,2.717461484,1.462382742,0.016683022,0.010094437,0.367990496,0.68381551,59.94117996,99.06446926
91,1725956145,0,1,-1,1000,0.05,0.05,1,0.907194109,0.937200468,0.866309328,0.632455678,0.632455678,0.632455678,0.632455678,9.67582E-07,4.09348E-06,0.842055378,0.842055378,0,2.167727139,1.966549291,2.03159489,1.87792224,2.167727139,1.966549291,2.03159489,1.87792224,0.021218991,0.004657009,0.014386485,0.014386485,0.978781009,0.995342991,0.971227029,0.985613515,10000000,9787810.092,959.7377807,14.21629869,14.21629869,0,205124.8365,3038.450712,3038.450712,0,3.514102069,1.931667515,0.01059561,0.015454389,0.284567716,0.517687434,94.37871044,64.7065366
92,1584652853,0,1,-1,1000,0.05,0.05,1,0.969035721,0.997793394,0.80636268,0.467659188,0.467659188,0.467659188,0.467659188,5.74826E-07,7.131E-06,0.823501615,0.823501615,0,1.559700966,1.51140595,1.556259321,1.25768465,1.559700966,1.51140595,1.556259321,1.25768465,0.024748313,0.011146663,0.009711029,0.009711029,0.975251687,0.988853337,0.980577943,0.990288971,10000000,9752516.873,2705.033054,26.78895007,26.78895007,0,239971.4621,2376.526789,2376.526789,0,7.277374109,1.510165606,0.013594757,0.009356459,0.137412202,0.662179033,73.55776765,106.8780347
93,1751485594,0,1,-1,1000,0.05,0.05,1,0.980311993,0.999012057,0.813707178,0.475839217,0.475839217,0.475839217,0.475839217,1.14986E-06,4.71065E-06,0.843368793,0.843368793,0,2.742512475,2.688517869,2.739803029,2.231602087,2.742512475,2.688517869,2.739803029,2.231602087,0.021167953,0.010742703,0.014670174,0.014670174,0.978832047,0.989257297,0.970659653,0.985329826,10000000,9788320.468,2207.290159,33.36012739,33.36012739,0,203261.491,3072.015342,3072.015342,0,1.056357261,1.873771631,0.018363123,0.012146263,0.946649431,0.533682965,54.45696851,82.3298506
94,2010357503,0,1,-1,1000,0.05,0.05,1,0.946700434,0.908349583,0.847202601,0.600557008,0.600557008,0.600557008,0.600557008,1.17127E-06,6.98379E-06,0.875392711,0.875392711,0,1.842818428,1.744597006,1.67392335,1.561240565,1.842818428,1.744597006,1.67392335,1.561240565,0.021106732,0.017645922,0.012545906,0.012545906,0.978893268,0.982354078,0.974908189,0.987454094,10000000,9788932.679,3631.023614,46.72694337,46.72694337,0,202140.2355,2601.303748,2601.303748,0,3.78289537,2.268184431,0.018657928,0.002834239,0.264347782,0.440881256,53.59651891,352.8284052
95,1751281183,0,1,-1,1000,0.05,0.05,1,0.976122018,0.873012963,0.783630902,0.344978146,0.344978146,0.344978146,0.344978146,9.02818E-07,3.05094E-06,0.982589253,0.982589253,0,4.56014426,4.451257218,3.98106505,3.573469959,4.56014426,4.451257218,3.98106505,3.573469959,0.019451075,0.002037565,0.010647866,0.010647866,0.980548925,0.997962435,0.978704268,0.989352134,10000000,9805489.252,387.8881863,4.220050578,4.220050578,0,189980.6112,2066.904372,2066.904372,0,0.418400918,1.495214488,0.009770793,0.005412995,2.390052118,0.668800368,102.3458356,184.7406125
96,1392418444,0,1,-1,1000,0.05,0.05,1,0.958237473,0.957809972,0.723249764,0.545256224,0.545256224,0.545256224,0.545256224,6.87461E-07,7.16804E-06,0.967173906,0.967173906,0,1.999161441,1.915671408,1.914816763,1.44589304,1.999161441,1.915671408,1.914816763,1.44589304,0.022835968,0.007554261,0.010717415,0.010717415,0.977164032,0.992445739,0.97856517,0.989282585,10000000,9771640.32,1688.111622,18.48849046,18.48849046,0,221776.7177,2428.93697,2428.93697,0,7.161491989,1.304508255,0.006712884,0.018353197,0.139635707,0.766572382,148.9672755,54.48642122
97,1544534674,0,1,-1,1000,0.05,0.05,1,0.887519945,0.977000572,0.734410645,0.56502723,0.56502723,0.56502723,0.56502723,6.43158E-07,6.06536E-06,0.866273003,0.866273003,0,1.922907683,1.706618921,1.878681906,1.412203872,1.922907683,1.706618921,1.878681906,1.412203872,0.020546005,0.002779212,0.009481244,0.009481244,0.979453995,0.997220788,0.981037511,0.990518756,10000000,9794539.948,560.1892188,5.413952912,5.413952912,0,201003.8284,1942.603009,1942.603009,0,4.069818887,1.808006347,0.016647048,0.008740604,0.24571118,0.553095403,60.07071104,114.4085733
98,2031941664,0,1,-1,1000,0.05,0.05,1,0.914506639,0.880819881,0.913200892,0.496375997,0.496375997,0.496375997,0.496375997,1.11478E-06,6.07645E-06,0.832561988,0.832561988,0,1.666007955,1.523575335,1.467452928,1.52139995,1.666007955,1.523575335,1.467452928,1.52139995,0.025172142,0.011885083,0.012628521,0.012628521,0.974827858,0.988114917,0.974742958,0.987371479,10000000,9748278.585,2916.16779,37.78112524,37.78112524,0,242447.5093,3141.088021,3141.088021,0,7.610149717,1.427722554,0.017854864,0.004045493,0.131403459,0.700416196,56.00714585,247.1886916
99,593621414,0,1,-1,1000,0.05,0.05,1,0.880660824,0.896092999,0.919954051,0.415772159,0.415772159,0.415772159,0.415772159,1.17749E-06,2.87305E-06,0.922795403,0.922795403,0,2.301121447,2.026507511,2.06201882,2.116925997,2.301121447,2.026507511,2.06201882,2.116925997,0.021355418,0.010544583,0.008627421,0.008627421,0.978644582,0.989455417,0.982745157,0.991372579,10000000,9786445.824,2212.984572,19.42757023,19.42757023,0,207656.348,1822.994311,1822.994311,0,1.895491934,1.280871533,0.015569027,0.007746787,0.527567531,0.780718421,64.23009147,129.0857783
100,1698486608,0,1,-1,1000,0.05,0.05,1,0.972631309,0.852450932,0.963537441,0.577393088,0.577393088,0.577393088,0.577393088,6.35161E-07,4.91503E-06,0.858849595,0.858849595,0,2.241987635,2.180627369,1.91118445,2.16023903,2.241987635,2.180627369,1.91118445,2.16023903,0.024994972,0.00907187,0.012291404,0.012291404,0.975005028,0.99092813,0.975417191,0.987708596,10000000,9750050.283,2211.769533,27.87089847,27.87089847,0,241593.4816,3044.362125,3044.362125,0,2.13591885,2.041134185,0.004962585,0.012230564,0.468182581,0.489923694,201.5078978,81.76237622
101,1034189250,0,1,-1,1000,0.05,0.05,1,0.89305531,0.857871914,0.81324895,0.648670917,0.648670917,0.648670917,0.648670917,1.26939E-06,5.23677E-06,0.86702895,0.86702895,0,1.901470292,1.698118141,1.631217959,1.546368719,1.901470292,1.698118141,1.631217959,1.546368719,0.022091416,0.018651286,0.011926265,0.011926265,0.977908584,0.981348714,0.976147469,0.988073735,10000000,9779085.842,4022.052699,49.14018556,49.14018556,0,211622.7432,2585.54068,2585.54068,0,6.794978258,2.062281579,0.012619504,0.009742127,0.147167505,0.484899836,79.24241668,102.6469858
102,785813748,0,1,-1,1000,0.05,0.05,1,0.974884009,0.874382201,0.769818314,0.499584941,0.499584941,0.499584941,0.499584941,1.11301E-06,6.46604E-06,0.831954221,0.831954221,0,1.595209478,1.555144211,1.394822775,1.228021471,1.595209478,1.555144211,1.394822775,1.228021471,0.02434512,0.002737334,0.012392855,0.012392855,0.97565488,0.997262666,0.97521429,0.987607145,10000000,9756548.802,649.889832,8.258688017,8.258688017,0,236767.1976,3008.796755,3008.796755,0,7.397896336,1.490104878,0.005237395,0.007088041,0.135173562,0.671093703,190.9345982,141.0827142
103,2028173228,0,1,-1,1000,0.05,0.05,1,0.982383152,0.970617122,0.88624061,0.525493356,0.525493356,0.525493356,0.525493356,1.0216E-06,5.17705E-06,0.853809942,0.853809942,0,2.327331535,2.28633129,2.258947837,2.062575719,2.327331535,2.28633129,2.258947837,2.062575719,0.018785994,0.003765699,0.008574229,0.008574229,0.981214006,0.996234301,0.982851543,0.991425771,10000000,9812140.058,695.2927755,6.065615105,6.065615105,0,183943.1408,1604.688461,1604.688461,0,1.91433699,2.028542036,0.011234182,0.012079556,0.522374068,0.492964889,89.01404883,82.78450016
104,1956280360,0,1,-1,1000,0.05,0.05,1,0.926884005,0.86034801,0.983455641,0.569902737,0.569902737,0.569902737,0.569902737,9.03543E-07,2.96039E-06,0.958766127,0.958766127,0,1.721460216,1.59559394,1.48105487,1.69297976,1.721460216,1.59559394,1.48105487,1.69297976,0.025356355,0.014112096,0.009762576,0.009762576,0.974643645,0.985887904,0.980474848,0.990237424,10000000,9746436.453,3508.446055,34.93355499,34.93355499,0,245104.2339,2440.499896,2440.499896,0,5.256155151,1.67092646,0.010515974,0.019125352,0.190253136,0.598470384,95.09342321,52.28661839
105,598184822,0,1,-1,1000,0.05,0.05,1,0.897919509,0.940410026,0.873633739,0.572275117,0.572275117,0.572275117,0.572275117,8.01119E-07,6.73499E-06,0.855586733,0.855586733,0,1.689318849,1.516872351,1.588652382,1.475845942,1.689318849,1.516872351,1.588652382,1.475845942,0.02585058,0.001936493,0.00959272,0.00959272,0.97414942,0.998063507,0.98081456,0.99040728,10000000,9741494.195,490.9905886,4.80206503,4.80206503,0,253055.2666,2474.971771,2474.971771,0,5.34467828,1.826021892,0.013659265,0.007750819,0.187102001,0.54763856,73.21038253,129.0186316
106,1349086590,0,1,-1,1000,0.05,0.05,1,0.979148483,0.884750351,0.809078058,0.578347047,0.578347047,0.578347047,0.578347047,9.18026E-07,7.28524E-06,0.942657045,0.942657045,0,1.603212475,1.569783063,1.4184428,1.297124037,1.603212475,1.569783063,1.4184428,1.297124037,0.022179788,0.012043186,0.014605391,0.014605391,0.977820212,0.987956814,0.970789218,0.985394609,10000000,9778202.121,2593.126674,39.01323578,39.01323578,0,212725.8624,3200.431476,3200.431476,0,7.445487026,1.843887942,0.010341749,0.010522089,0.134309548,0.542332306,96.69544218,95.03816382
107,1197682387,0,1,-1,1000,0.05,0.05,1,0.851509955,0.875721726,0.739211281,0.481414196,0.481414196,0.481414196,0.481414196,6.17252E-07,6.81615E-06,0.848637927,0.848637927,0,2.095596623,1.784421386,1.835159491,1.549088663,2.095596623,1.784421386,1.835159491,1.549088663,0.019470261,0.019475278,0.010596444,0.010596444,0.980529739,0.980524722,0.978807111,0.989403556,10000000,9805297.393,3711.52634,40.18052359,40.18052359,0,186864.7696,2022.974807,2022.974807,0,5.458579836,1.148836327,0.003048443,0.012383308,0.183197834,0.870446012,328.0363621,80.75386818
108,1837292324,0,1,-1,1000,0.05,0.05,1,0.927938357,0.86439589,0.767271029,0.510255937,0.510255937,0.510255937,0.510255937,8.73015E-07,7.27189E-06,0.810646893,0.810646893,0,1.839482817,1.706926663,1.590041386,1.411381874,1.839482817,1.706926663,1.590041386,1.411381874,0.023655899,0.008702325,0.008157351,0.008157351,0.976344101,0.991297675,0.983685298,0.991842649,10000000,9763441.011,2025.027526,16.79282988,16.79282988,0,230674.5717,1912.901821,1912.901821,0,6.994991563,1.418408292,0.003630757,0.011219291,0.142959429,0.705015619,275.4246389,89.13219343
109,1021025215,0,1,-1,1000,0.05,0.05,1,0.978481811,0.902172746,0.82197941,0.493985139,0.493985139,0.493985139,0.493985139,8.75264E-07,5.55137E-06,0.864303553,0.864303553,0,1.636949407,1.60172522,1.476811142,1.345538707,1.636949407,1.60172522,1.476811142,1.345538707,0.024675387,0.011568791,0.007258219,0.007258219,0.975324613,0.988431209,0.985483562,0.992741781,10000000,9753246.127,2813.204725,20.7196311,20.7196311,0,240358.6815,1770.274011,1770.274011,0,5.022593362,1.716754268,0.005529357,0.015651204,0.199100331,0.582494547,180.8528539,63.89284852
110,966677732,0,1,-1,1000,0.05,0.05,1,0.935065715,0.870346305,0.887985815,0.53098645,0.53098645,0.53098645,0.53098645,1.3682E-06,2.86329E-06,0.82022286,0.82022286,0,1.744971487,1.631663011,1.518729486,1.549509927,1.744971487,1.631663011,1.518729486,1.549509927,0.025958612,0.002096542,0.009575467,0.009575467,0.974041388,0.997903458,0.980849065,0.990424533,10000000,9740413.876,533.8105303,5.211286324,5.211286324,0,254080.9968,2480.447178,2480.447178,0,6.481502362,1.571094872,0.011694107,0.007860226,0.154285217,0.6364988,85.51315714,127.2228083
111,316498045,0,1,-1,1000,0.05,0.05,1,0.85409499,0.94178144,0.788847116,0.500753905,0.500753905,0.500753905,0.500753905,1.44196E-06,7.26724E-06,0.885130559,0.885130559,0,2.057497057,1.757297929,1.937712542,1.62305062,2.057497057,1.757297929,1.937712542,1.62305062,0.023578301,0.017612533,0.012904467,0.012904467,0.976421699,0.982387467,0.974191066,0.987095533,10000000,9764216.988,4045.558268,53.58884441,53.58884441,0,225652.1452,2989.065266,2989.065266,0,2.847151072,1.358399018,0.019212334,0.004882706,0.351228289,0.73616072,52.04989769,204.8044691
112,1191985770,0,1,-1,1000,0.05,0.05,1,0.991098183,0.850118643,0.739861903,0.63510002,0.63510002,0.63510002,0.63510002,6.9663E-07,5.17676E-06,0.957755943,0.957755943,0,1.814748489,1.79859393,1.542751523,1.34266327,1.814748489,1.79859393,1.542751523,1.34266327,0.020978021,0.013175624,0.01006278,0.01006278,0.979021979,0.986824376,0.979874441,0.98993722,10000000,9790219.793,2708.358358,27.81337317,27.81337317,0,202849.9046,2083.158633,2083.158633,0,6.753448425,2.24119373,0.010569982,0.005034018,0.148072501,0.44619079,94.60753967,198.6484711
113,296964140,0,1,-1,1000,0.05,0.05,1,0.853248173,0.874260333,0.944417825,0.454825692,0.454825692,0.454825692,0.454825692,1.32819E-06,5.63968E-06,0.863364743,0.863364743,0,2.217349976,1.891949815,1.938541127,2.094104842,2.217349976,1.891949815,1.938541127,2.094104842,0.018664823,0.018470366,0.0097871,0.0097871,0.981335177,0.981529634,0.9804258,0.9902129,10000000,9813351.775,3379.979802,33.7406464,33.7406464,0,179614.7558,1793.004195,1793.004195,0,3.313326812,1.210933923,0.004369851,0.007238886,0.301811459,0.825808891,228.8407529,138.1427984
114,421676155,0,1,-1,1000,0.05,0.05,1,0.966447434,0.989470173,0.862466078,0.396586375,0.396586375,0.396586375,0.396586375,7.39629E-07,7.45829E-06,0.970318884,0.970318884,0,3.82427627,3.695961988,3.784007301,3.298308557,3.82427627,3.695961988,3.784007301,3.298308557,0.019213563,0.018646427,0.011752981,0.011752981,0.980786437,0.981353573,0.976494037,0.988247019,10000000,9807864.372,3498.429407,42.10673508,42.10673508,0,184120.8654,2216.059723,2216.059723,0,0.55552973,1.904381644,0.007284833,0.01567801,1.800083677,0.52510483,137.2715032,63.78360316
115,946121682,0,1,-1,1000,0.05,0.05,1,0.883582953,0.987162442,0.915487646,0.581493575,0.581493575,0.581493575,0.581493575,5.33188E-07,6.72312E-06,0.874285711,0.874285711,0,1.506074916,1.330742122,1.486740593,1.37879298,1.506074916,1.330742122,1.486740593,1.37879298,0.026719567,0.000494031,0.018145131,0.018145131,0.973280433,0.999505969,0.963709738,0.981854869,10000000,9732804.33,127.2125295,2.395210858,2.395210858,0,257371.857,4845.905263,4845.905263,0,7.656118687,1.993213891,0.006291049,0.008454492,0.130614485,0.501702303,158.9560078,118.2803203
116,1476398272,0,1,-1,1000,0.05,0.05,1,0.869778722,0.958986358,0.798852072,0.493973434,0.493973434,0.493973434,0.493973434,5.46569E-07,4.05886E-06,0.914683997,0.914683997,0,1.675353758,1.45718705,1.606641399,1.338359821,1.675353758,1.45718705,1.606641399,1.338359821,0.025205313,0.012568232,0.015099893,0.015099893,0.974794687,0.987431768,0.969800215,0.984900107,10000000,9747946.868,3072.193447,47.83437882,47.83437882,0,241368.988,3758.140822,3758.140822,0,4.294635113,1.632413852,0.003982314,0.004810987,0.232848653,0.612589754,251.1102886,207.8575424
117,587447718,0,1,-1,1000,0.05,0.05,1,0.934362486,0.994792113,0.882988976,0.534028122,0.534028122,0.534028122,0.534028122,8.44021E-07,3.25166E-06,0.913971698,0.913971698,0,1.681549747,1.571177001,1.672792426,1.48478989,1.681549747,1.571177001,1.672792426,1.48478989,0.01888207,0.006260792,0.014723857,0.014723857,0.98111793,0.993739208,0.970552286,0.985276143,10000000,9811179.296,1147.355111,17.40606135,17.40606135,0,182113.0104,2762.762985,2762.762985,0,7.454735448,1.812635559,0.010765362,0.011101732,0.134142923,0.551682877,92.89051058,90.07603778
118,456098180,0,1,-1,1000,0.05,0.05,1,0.923941109,0.939509029,0.835276889,0.566889841,0.566889841,0.566889841,0.566889841,1.2673E-06,5.64177E-06,0.855629526,0.855629526,0,2.035772086,1.880933518,1.912626255,1.700433373,2.035772086,1.880933518,1.912626255,1.700433373,0.021809321,0.007092551,0.01568177,0.01568177,0.978190679,0.992907449,0.96863646,0.98431823,10000000,9781906.786,1498.322911,24.25714555,24.25714555,0,209754.7156,3395.830518,3395.830518,0,3.357079943,1.888759221,0.015709333,0.01641166,0.297877923,0.52944811,63.65642734,60.93228927
119,840081550,0,1,-1,1000,0.05,0.05,1,0.930501667,0.935028562,0.857273756,0.528000992,0.528000992,0.528000992,0.528000992,8.16832E-07,7.4785E-06,0.901925799,0.901925799,0,1.933791665,1.799396369,1.808150439,1.657788843,1.933791665,1.799396369,1.808150439,1.657788843,0.019277776,0.00885177,0.011928998,0.011928998,0.980722224,0.99114823,0.976142003,0.988071002,10000000,9807222.244,1665.712577,20.35593439,20.35593439,0,186512.7523,2279.289597,2279.289597,0,5.186820353,1.63810492,0.015026527,0.007074316,0.192796344,0.610461508,66.54897609,141.3564132
120,1510623856,0,1,-1,1000,0.05,0.05,1,0.917356298,0.856747624,0.831143412,0.602500068,0.602500068,0.602500068,0.602500068,1.2857E-06,5.56977E-06,0.888511798,0.888511798,0,2.433535203,2.232418844,2.084925502,2.022616752,2.433535203,2.232418844,2.084925502,2.022616752,0.020832678,0.0140568,0.006854188,0.006854188,0.979167322,0.9859432,0.986291624,0.993145812,10000000,9791673.222,2888.264213,20.07185829,20.07185829,0,202582.692,1407.839029,1407.839029,0,3.790016792,1.336290097,0.015514131,0.00981506,0.263851074,0.7483405,64.45736632,101.8842524
121,805454715,0,1,-1,1000,0.05,0.05,1,0.943354262,0.939857162,0.862676985,0.476984727,0.476984727,0.476984727,0.476984727,1.03908E-06,3.53517E-06,0.957376815,0.957376815,0,1.84066528,1.736399438,1.729962446,1.587899573,1.84066528,1.736399438,1.729962446,1.587899573,0.024355214,0.009382602,0.010840881,0.010840881,0.975644786,0.990617398,0.978318238,0.989159119,10000000,9756447.865,2235.606673,24.77306949,24.77306949,0,236035.8894,2615.546626,2615.546626,0,5.37031722,1.245079928,0.014186408,0.019121643,0.186208739,0.803161289,70.49000666,52.29676243
122,712930856,0,1,-1,1000,0.05,0.05,1,0.935627252,0.919168451,0.762521208,0.412730766,0.412730766,0.412730766,0.412730766,9.64077E-07,4.70842E-06,0.816854791,0.816854791,0,2.584379634,2.418016015,2.375480225,1.970644281,2.584379634,2.418016015,2.375480225,1.970644281,0.024010777,0.01030129,0.011974568,0.011974568,0.975989223,0.98969871,0.976050864,0.988025432,10000000,9759892.23,2414.183525,29.61813352,29.61813352,0,231943.2123,2845.568683,2845.568683,0,1.112105324,1.45919081,0.006033782,0.013993775,0.899195407,0.685311333,165.7335319,71.46034676
123,2038700288,0,1,-1,1000,0.05,0.05,1,0.96944247,0.996565254,0.799812146,0.474427121,0.474427121,0.474427121,0.474427121,1.4E-06,4.40404E-06,0.962047544,0.962047544,0,1.648733018,1.598351809,1.643070038,1.318676694,1.648733018,1.598351809,1.643070038,1.318676694,0.027529028,0.003026997,0.017459686,0.017459686,0.972470972,0.996973003,0.965080628,0.982540314,10000000,9724709.721,804.2043736,14.54920478,14.54920478,0,264873.1114,4791.93258,4791.93258,0,2.784771223,2.097224187,0.003222037,0.011618762,0.359095926,0.476820745,310.3626638,86.06769139
124,1968568391,0,1,-1,1000,0.05,0.05,1,0.988950845,0.947056267,0.845134738,0.567404886,0.567404886,0.567404886,0.567404886,7.77204E-07,6.78069E-06,0.896425366,0.896425366,0,1.752770673,1.733404038,1.65997245,1.481327384,1.752770673,1.733404038,1.65997245,1.481327384,0.027595377,0.007184417,0.014506146,0.014506146,0.972404623,0.992815583,0.970987708,0.985493854,10000000,9724046.232,1925.048099,28.75940534,28.75940534,0,266022.6689,3974.266287,3974.266287,0,3.146023746,1.938183423,0.016959778,0.003580077,0.317861555,0.51594704,58.96303754,279.3235799
125,2078175536,0,1,-1,1000,0.05,0.05,1,0.89245828,0.872835548,0.840861425,0.654886712,0.654886712,0.654886712,0.654886712,1.28801E-06,3.54334E-06,0.909214557,0.909214557,0,1.803129772,1.609218094,1.573835762,1.516182269,1.803129772,1.609218094,1.573835762,1.516182269,0.026127534,0.004985847,0.01258227,0.01258227,0.973872466,0.995014153,0.974835461,0.98741773,10000000,9738724.66,1269.897646,16.39065806,16.39065806,0,253430.5687,3271.046141,3271.046141,0,6.909494755,2.047473681,0.002975884,0.012477749,0.144728383,0.488406766,336.0345869,80.14265758
126,1001117798,0,1,-1,1000,0.05,0.05,1,0.911384936,0.932324677,0.847886047,0.52516065,0.52516065,0.52516065,0.52516065,1.30728E-06,5.49785E-06,0.812561897,0.812561897,0,1.794596494,1.63556821,1.673146597,1.521613328,1.794596494,1.63556821,1.673146597,1.521613328,0.025446706,0.016089961,0.01401749,0.01401749,0.974553294,0.983910039,0.97196502,0.98598251,10000000,9745532.938,3979.579737,57.39272223,57.39272223,0,243353.5029,3509.596721,3509.596721,0,4.878973223,1.431089933,0.009765973,0.003292838,0.204961158,0.698768105,102.3963494,303.6893868
127,1363382267,0,1,-1,1000,0.05,0.05,1,0.963213795,0.939094094,0.803581979,0.599360694,0.599360694,0.599360694,0.599360694,5.6443E-07,5.59849E-06,0.9764731,0.9764731,0,1.445891068,1.392702222,1.357827762,1.161892006,1.445891068,1.392702222,1.357827762,1.161892006,0.027217396,0.012788407,0.01648212,0.01648212,0.972782604,0.987211593,0.96703576,0.98351788,10000000,9727826.04,3365.933735,57.36884358,57.36884358,0,259836.019,4428.634994,4428.634994,0,7.395491766,2.182857774,0.010283636,0.004211561,0.135217512,0.458115051,97.24186602,237.4416606
